t(s),Q'''(W/m^3)
5.0938898532563215,223318388.99043733
5.097986869872077,223796150.15049416
5.10208080432963,224274367.56459585
5.106171663832721,224753041.49803197
5.110259455557279,225232172.24438483
5.114344186651575,225711760.0842781
5.118425864236367,226191805.31291294
5.122504495405051,226672308.21250817
5.1265800872238065,227153269.05224705
5.1306526467317415,227634688.11587548
5.134722180941038,228116565.71558794
5.138788696837097,228598902.10905182
5.142852201378681,229081697.61005172
5.146912701498054,229564952.47776005
5.150970204101123,230048667.0136685
5.155024716067579,230532841.492305
5.159076244251036,231017476.21671897
5.1631247954791695,231502571.462952
5.167170376553851,231988127.52168745
5.171212994251286,232474144.68437225
5.175252655322151,232960623.22927707
5.179289366491722,233447563.46328917
5.183323134460015,233934965.65222
5.187353965901915,234422830.10446358
5.191381867467307,234911157.08727413
5.195406845781207,235399946.92453584
5.199428907443895,235889199.87097135
5.20344805903104,236378916.25198054
5.20746430709383,236869096.3236977
5.211477658159098,237359740.38497356
5.215488118729451,237850848.74944645
5.219495695283393,238342421.68939233
5.223500394275451,238834459.49181148
5.227502222136299,239326962.47254735
5.231501185272879,239819930.89190614
5.235497290068529,240313365.08126462
5.239490542883096,240807265.28821892
5.243480950053064,241301631.84560385
5.247468517891669,241796465.03059065
5.251453252689022,242291765.13513625
5.255435160712226,242787532.45189172
5.259414248205491,243283767.27420112
5.263390521390255,243780469.91026077
5.267363986465294,244277640.65482667
5.271334649606844,244775279.7891639
5.275302516968713,245273387.6093755
5.279267594682393,245771964.4122513
5.283229888857174,246271010.50947672
5.287189405580256,246770526.18502066
5.2911461509168625,247270511.7519554
5.295100130910349,247770967.481354
5.299051351582314,248271893.6733907
5.302999818932708,248773290.64317888
5.306945538939943,249275158.69227964
5.310888517561,249777498.09437072
5.314828760731535,250280309.16659573
5.318766274365989,250783592.19821268
5.322701064357689,251287347.50773215
5.326633136578959,251791575.37141767
5.330562496881219,252296276.09478316
5.334489151095093,252801449.98401204
5.338413105030511,253307097.345956
5.342334364476808,253813218.45941573
5.346252935202833,254319813.64688566
5.350168822957045,254826883.2028071
5.354082033467614,255334427.43663383
5.357992572442523,255842446.62968558
5.361900445569667,256350941.0926809
5.365805658516949,256859911.1514169
5.369708216932383,257369357.0746772
5.3736081264441875,257879279.1750985
5.377505392660883,258389677.780422
5.381400021171388,258900553.16125423
5.385292017545119,259411905.6466073
5.389181387332077,259923735.53723192
5.393068136062952,260436043.1200052
5.39695226924921,260948828.71137014
5.400833792383187,261462092.62841958
5.404712710938184,261975835.15986365
5.408589030368558,262490056.62403342
5.412462756109814,263004757.310836
5.416333893578696,263519937.55438122
5.420202448173275,264035597.63124353
5.424068425273044,264551737.87678185
5.427931830239,265068358.5687397
5.431792668413742,265585460.0437209
5.435650945121551,266103042.59522748
5.439506665668481,266621106.5319264
5.443359835342448,267139652.16308394
5.447210459413313,267658679.79856446
5.4510585431329694,268178189.74883
5.454904091735431,268698182.3249385
5.458747110436913,269218657.85319465
5.462587604435918,269739616.6018917
5.466425578913324,270261058.92782444
5.470261039032459,270782985.115094
5.474093989939193,271305395.47769564
5.477924436762016,271828290.33021456
5.481752384612119,272351669.9878253
5.48557783858348,272875534.7662905
5.48940080375294,273399884.98196
5.493221285180285,273924720.9222941
5.497039287908329,274450042.91950405
5.50085481696299,274975851.2916667
5.50466787735337,275502146.3574421
5.508478474071834,276028928.4065202
